Rk,Squad,Comp,Pl,Age,Poss,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_GPK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_GPK,Per_90_Minutes_G+APK,Season,Competition,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl_2,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxGSoT,Expected_PSxG+,Expected_90,Launched_Cmp,Launched_Att,Launched_Cmp_2,Passes_Att_GK,Passes_Thr,Passes_Launch,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp_2,Sweeper_OPA,Sweeper_OPA90,Sweeper_AvgDist,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS_2,Penalty_Kicks_PKatt,Penalty_Kicks_PKA,Penalty_Kicks_PKsv,Penalty_Kicks_PKm,Penalty_Kicks_Save,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Total_Cmp,Total_Att,Total_Cmp_2,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp_2,Medium_Cmp,Medium_Att,Medium_Cmp_2,Long_Cmp,Long_Att,Long_Cmp_2,Ast,AxAG,KP,13,PPA,CrsPA,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Playing_Time_MnMP,Playing_Time_Min_2,Starts_Starts,Starts_MnStart,Starts_Compl,Subs_Subs,Subs_MnSub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+,Team_Success_+90,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,TakeOns_Att,TakeOns_Succ,TakeOns_Succ_2,TakeOns_Tkld,TakeOns_Tkld_2,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_13,Carries_CPA,Carries_Mis,Carries_Dis,Rec,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT_2,Standard_Sh90,Standard_SoT90,Standard_GSh,Standard_GSoT,Standard_Dist,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won_2,xAG,Expected_xA,Expected_AxAG,PrgP,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+,Team_Success_xG_xG+90,Carries_PrgC,Receiving_Rec,Receiving_PrgR,Standard_FK,Expected_npxGSh,Expected_GxG,Expected_npGxG
,Bordeaux,fr Ligue 1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,57.0,1.5,161.0,104.0,64.6,12.0,14.0,12.0,11.0,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Bordeaux,fr Ligue 1,35,24.9,50.8,38.0,418.0,3420.0,38.0,48.0,33.0,81.0,47.0,1.0,2.0,86.0,0.0,1.26,0.87,2.13,1.24,2.11,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,114.0,0.0,151.0,1.32,50.0,57.0,-7.0,-0.18,,,,,,,,,,,,,,,,,,,,,48.0,,143.0,,,3.76,,0.33,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bournemouth,eng Premier League,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,67.0,1.76,152.0,85.0,55.9,11.0,9.0,18.0,7.0,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,Bournemouth,eng Premier League,28,27.7,51.2,38.0,418.0,3420.0,38.0,43.0,28.0,71.0,40.0,3.0,4.0,53.0,0.0,1.13,0.74,1.87,1.05,1.79,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.0,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,109.0,0.0,157.0,1.11,45.0,67.0,-22.0,-0.58,,,,,,,,,,,,,,,,,,,,,43.0,,143.0,,,3.76,,0.28,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Caen,fr Ligue 1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,52.0,1.37,168.0,116.0,69.0,16.0,6.0,16.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Caen,fr Ligue 1,24,28.2,40.2,38.0,418.0,3420.0,38.0,38.0,22.0,60.0,33.0,5.0,6.0,58.0,0.0,1.0,0.58,1.58,0.87,1.45,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.0,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,104.0,0.0,162.0,1.42,39.0,52.0,-13.0,-0.34,,,,,,,,,,,,,,,,,,,,,38.0,,182.0,,,4.79,,0.18,,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Carpi,it Serie A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,57.0,1.5,165.0,108.0,65.5,9.0,11.0,18.0,8.0,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,Carpi,it Serie A,35,25.9,38.6,38.0,418.0,3420.0,38.0,33.0,22.0,55.0,28.0,5.0,8.0,115.0,0.0,0.87,0.58,1.45,0.74,1.32,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.0,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,113.0,0.0,277.0,1.0,37.0,57.0,-20.0,-0.53,,,,,,,,,,,,,,,,,,,,,33.0,,126.0,,,3.32,,0.22,,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Celta Vigo,es La Liga,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,59.0,1.55,155.0,100.0,63.9,17.0,9.0,12.0,10.0,26.3,5.0,3.0,1.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Celta Vigo,es La Liga,27,26.1,56.4,38.0,418.0,3420.0,38.0,50.0,41.0,91.0,46.0,4.0,5.0,115.0,8.0,1.32,1.08,2.39,1.21,2.29,2015-2016,Big 5 European Leagues,38.0,,610.0,,,,,,,,,,,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,532.0,529.0,104.0,515.0,836.0,610.0,5.0,5.0,2.0,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,515.0,,,,,,,,,90.0,100.0,418.0,85.0,304.0,107.0,17.0,158.0,1.58,51.0,59.0,-8.0,-0.21,,,,,,,,,,,,,,,,,,,,,50.0,443.0,155.0,35.0,11.66,4.08,0.1,0.3,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chelsea,eng Premier League,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,53.0,1.4,172.0,119.0,69.2,12.0,14.0,12.0,9.0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Chelsea,eng Premier League,28,26.8,56.2,38.0,418.0,3420.0,38.0,55.0,40.0,95.0,51.0,4.0,5.0,62.0,0.0,1.45,1.05,2.5,1.34,2.39,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,103.0,0.0,163.0,1.32,59.0,53.0,6.0,0.16,,,,,,,,,,,,,,,,,,,,,55.0,,172.0,,,4.53,,0.3,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chievo,it Serie A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,45.0,1.18,175.0,130.0,74.3,13.0,11.0,14.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Chievo,it Serie A,26,30.5,45.3,38.0,418.0,3420.0,38.0,42.0,28.0,70.0,37.0,5.0,8.0,108.0,0.0,1.11,0.74,1.84,0.97,1.71,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,114.0,0.0,280.0,1.32,43.0,45.0,-2.0,-0.05,,,,,,,,,,,,,,,,,,,,,42.0,,130.0,,,3.42,,0.28,,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crystal Palace,eng Premier League,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,51.0,1.34,168.0,117.0,69.6,11.0,9.0,18.0,8.0,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,Crystal Palace,eng Premier League,30,27.7,45.8,38.0,418.0,3420.0,38.0,38.0,21.0,59.0,34.0,4.0,5.0,62.0,0.0,1.0,0.55,1.55,0.89,1.45,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,106.0,0.0,160.0,1.11,39.0,51.0,-12.0,-0.32,,,,,,,,,,,,,,,,,,,,,38.0,,153.0,,,4.03,,0.22,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Darmstadt 98,de Bundesliga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,53.0,1.56,156.0,103.0,66.0,9.0,11.0,14.0,8.0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,Darmstadt 98,de Bundesliga,23,27.5,33.2,34.0,374.0,3060.0,34.0,38.0,30.0,68.0,36.0,2.0,4.0,88.0,0.0,1.12,0.88,2.0,1.06,1.94,2015-2016,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.0,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,99.0,0.0,139.0,1.12,38.0,53.0,-15.0,-0.44,,,,,,,,,,,,,,,,,,,,,38.0,,116.0,,,3.41,,0.31,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dortmund,de Bundesliga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,34.0,1.0,106.0,72.0,67.9,24.0,6.0,4.0,13.0,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,Dortmund,de Bundesliga,26,25.6,63.9,34.0,374.0,3060.0,34.0,80.0,64.0,144.0,76.0,4.0,6.0,39.0,,2.35,1.88,4.24,2.24,4.12,2015-2016,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,97.0,0.0,141.0,2.29,82.0,34.0,48.0,1.41,,,,,,,,,,,,,,,,,,,,,80.0,,214.0,,,6.29,,0.36,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eibar,es La Liga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,62.0,1.59,154.0,96.0,61.7,11.0,10.0,17.0,7.0,18.4,4.0,3.0,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,Eibar,es La Liga,28,25.6,45.2,38.0,419.0,3420.0,38.0,47.0,31.0,78.0,41.0,6.0,8.0,108.0,4.0,1.24,0.82,2.05,1.08,1.89,2015-2016,Big 5 European Leagues,38.0,,635.0,,,,,,,,,,,803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,597.0,408.0,87.0,827.0,803.0,635.0,7.0,4.0,2.0,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,827.0,,,,,,,,,90.0,100.0,419.0,85.0,304.0,111.0,19.0,155.0,1.13,49.0,61.0,-12.0,-0.32,,,,,,,,,,,,,,,,,,,,,47.0,420.0,155.0,36.9,11.05,4.08,0.1,0.26,,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eint Frankfurt,de Bundesliga,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,52.0,1.53,180.0,128.0,71.1,9.0,9.0,16.0,8.0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Eint Frankfurt,de Bundesliga,30,26.7,48.0,34.0,374.0,3060.0,34.0,32.0,25.0,57.0,30.0,2.0,2.0,99.0,0.0,0.94,0.74,1.68,0.88,1.62,2015-2016,Big 5 European Leagues,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,374.0,,,91.0,0.0,147.0,1.06,34.0,52.0,-18.0,-0.53,,,,,,,,,,,,,,,,,,,,,32.0,,134.0,,,3.94,,0.22,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Empoli,it Serie A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,49.0,1.29,164.0,115.0,70.1,12.0,10.0,16.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Empoli,it Serie A,29,25.4,52.5,38.0,418.0,3420.0,38.0,39.0,29.0,68.0,38.0,1.0,2.0,101.0,0.0,1.03,0.76,1.79,1.0,1.76,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,112.0,0.0,324.0,1.21,40.0,49.0,-9.0,-0.24,,,,,,,,,,,,,,,,,,,,,39.0,,147.0,,,3.87,,0.26,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Espanyol,es La Liga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,74.0,1.95,171.0,103.0,60.2,12.0,7.0,19.0,7.0,18.4,6.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Espanyol,es La Liga,26,24.9,46.2,38.0,418.0,3420.0,38.0,38.0,29.0,67.0,37.0,1.0,3.0,132.0,5.0,1.0,0.76,1.76,0.97,1.74,2015-2016,Big 5 European Leagues,38.0,,622.0,,,,,,,,,,,709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,654.0,491.0,98.0,636.0,709.0,622.0,2.0,6.0,2.0,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,636.0,,,,,,,,,90.0,100.0,418.0,84.0,308.0,106.0,25.0,160.0,1.13,40.0,74.0,-34.0,-0.89,,,,,,,,,,,,,,,,,,,,,38.0,392.0,148.0,37.8,10.32,3.89,0.09,0.25,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Everton,eng Premier League,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1.45,179.0,124.0,69.3,11.0,14.0,13.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Everton,eng Premier League,31,26.5,51.9,38.0,418.0,3420.0,38.0,56.0,44.0,100.0,52.0,4.0,5.0,50.0,0.0,1.47,1.16,2.63,1.37,2.53,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,98.0,0.0,168.0,1.24,59.0,55.0,4.0,0.11,,,,,,,,,,,,,,,,,,,,,56.0,,174.0,,,4.58,,0.3,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorentina,it Serie A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,42.0,1.11,111.0,69.0,62.2,18.0,10.0,10.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Fiorentina,it Serie A,26,27.6,61.0,38.0,418.0,3420.0,38.0,58.0,38.0,96.0,50.0,8.0,9.0,102.0,0.0,1.53,1.0,2.53,1.32,2.32,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,111.0,0.0,262.0,1.68,60.0,42.0,18.0,0.47,,,,,,,,,,,,,,,,,,,,,58.0,,178.0,,,4.68,,0.28,,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Frosinone,it Serie A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,76.0,2.0,223.0,147.0,65.9,8.0,7.0,23.0,7.0,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Frosinone,it Serie A,28,26.5,39.7,38.0,418.0,3420.0,38.0,34.0,22.0,56.0,31.0,3.0,3.0,116.0,0.0,0.89,0.58,1.47,0.82,1.39,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.0,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,113.0,0.0,301.0,0.82,35.0,76.0,-41.0,-1.08,,,,,,,,,,,,,,,,,,,,,34.0,,127.0,,,3.34,,0.24,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gazélec Ajaccio,fr Ligue 1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,58.0,1.53,160.0,102.0,63.8,8.0,13.0,17.0,6.0,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Gazélec Ajaccio,fr Ligue 1,23,28.4,47.0,38.0,418.0,3420.0,38.0,36.0,26.0,62.0,33.0,3.0,3.0,98.0,0.0,0.95,0.68,1.63,0.87,1.55,2015-2016,Big 5 European Leagues,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.0,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,90.0,100.0,418.0,,,109.0,0.0,156.0,0.97,37.0,58.0,-21.0,-0.55,,,,,,,,,,,,,,,,,,,,,36.0,,125.0,,,3.29,,0.26,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Genoa,it Serie A,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,48.0,1.26,170.0,122.0,71.8,13.0,7.0,18.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
