Wk,Day,Date,Time,Home,xG,Score,xG1,Away,Attendance,Venue,Referee,Match_Report,Notes
20.0,Sat,2023-02-11,15:30 (16:30),Freiburg,2.0,2–1,1.1,Stuttgart,34700.0,Europa-Park Stadion,Sascha Stegemann,Match Report,
20.0,Sat,2023-02-11,18:30 (19:30),RB Leipzig,0.6,1–2,1.7,Union Berlin,47069.0,Red Bull Arena,Daniel Schlager,Match Report,
20.0,Sun,2023-02-12,15:30 (16:30),Hertha BSC,3.0,4–1,0.5,Gladbach,40973.0,Olympiastadion Berlin,Christian Dingert,Match Report,
20.0,Sun,2023-02-12,17:30 (18:30),Köln,1.2,3–0,0.3,Eint Frankfurt,50000.0,RheinEnergieSTADION,Daniel Siebert,Match Report,
,,,,,,,,,,,,,
21.0,Fri,2023-02-17,20:30 (21:30),Augsburg,1.6,1–0,0.6,Hoffenheim,25872.0,WWK Arena,Patrick Ittrich,Match Report,
21.0,Sat,2023-02-18,15:30 (16:30),Gladbach,2.4,3–2,1.1,Bayern Munich,54042.0,Stadion im Borussia-Park,Tobias Welz,Match Report,
21.0,Sat,2023-02-18,15:30 (16:30),Wolfsburg,0.2,0–3,3.0,RB Leipzig,24831.0,Volkswagen Arena,Deniz Aytekin,Match Report,
21.0,Sat,2023-02-18,15:30 (16:30),Stuttgart,1.5,3–0,0.5,Köln,46850.0,Mercedes-Benz Arena,Benjamin Cortus,Match Report,
21.0,Sat,2023-02-18,15:30 (16:30),Bochum,1.4,0–2,2.6,Freiburg,25100.0,Vonovia Ruhrstadion,Felix Zwayer,Match Report,
21.0,Sat,2023-02-18,18:30 (19:30),Eint Frankfurt,2.1,2–0,0.3,Werder Bremen,50000.0,Deutsche Bank Park,Bastian Dankert,Match Report,
21.0,Sun,2023-02-19,15:30 (16:30),Union Berlin,0.9,0–0,0.4,Schalke 04,22012.0,Stadion An der Alten Försterei,Tobias Reichel,Match Report,
21.0,Sun,2023-02-19,17:30 (18:30),Dortmund,2.5,4–1,1.1,Hertha BSC,81365.0,Signal Iduna Park,Harm Osmers,Match Report,
21.0,Sun,2023-02-19,19:30 (20:30),Leverkusen,2.2,2–3,1.6,Mainz 05,27002.0,BayArena,Robert Schröder,Match Report,
,,,,,,,,,,,,,
22.0,Fri,2023-02-24,20:30 (21:30),Mainz 05,1.8,4–0,1.2,Gladbach,32500.0,Mewa Arena,Robert Hartmann,Match Report,
22.0,Sat,2023-02-25,15:30 (16:30),Hertha BSC,0.6,2–0,0.5,Augsburg,40522.0,Olympiastadion Berlin,Matthias Jöllenbeck,Match Report,
22.0,Sat,2023-02-25,15:30 (16:30),Köln,1.2,0–2,1.0,Wolfsburg,49300.0,RheinEnergieSTADION,Frank Willenborg,Match Report,
22.0,Sat,2023-02-25,15:30 (16:30),Werder Bremen,1.2,3–0,0.5,Bochum,42100.0,Wohninvest Weserstadion,Florian Badstübner,Match Report,
22.0,Sat,2023-02-25,15:30 (16:30),Hoffenheim,1.3,0–1,2.3,Dortmund,30150.0,PreZero Arena,Martin Petersen,Match Report,
22.0,Sat,2023-02-25,15:30 (16:30),RB Leipzig,1.7,2–1,0.8,Eint Frankfurt,47069.0,Red Bull Arena,Felix Brych,Match Report,
22.0,Sat,2023-02-25,18:30 (19:30),Schalke 04,1.5,2–1,1.2,Stuttgart,62271.0,Veltins-Arena,Deniz Aytekin,Match Report,
22.0,Sun,2023-02-26,15:30 (16:30),Freiburg,0.8,1–1,2.2,Leverkusen,34000.0,Europa-Park Stadion,Daniel Siebert,Match Report,
22.0,Sun,2023-02-26,17:30 (18:30),Bayern Munich,3.6,3–0,0.4,Union Berlin,75000.0,Allianz Arena,Marco Fritz,Match Report,
,,,,,,,,,,,,,
23.0,Fri,2023-03-03,20:30 (21:30),Dortmund,1.2,2–1,2.2,RB Leipzig,81365.0,Signal Iduna Park,Sven Jablonski,Match Report,
23.0,Sat,2023-03-04,15:30 (16:30),Gladbach,1.5,0–0,0.3,Freiburg,52000.0,Stadion im Borussia-Park,Benjamin Brand,Match Report,
23.0,Sat,2023-03-04,15:30 (16:30),Augsburg,0.6,2–1,2.3,Werder Bremen,30660.0,WWK Arena,Felix Zwayer,Match Report,
23.0,Sat,2023-03-04,15:30 (16:30),Union Berlin,0.5,0–0,0.9,Köln,22012.0,Stadion An der Alten Försterei,Tobias Stieler,Match Report,
23.0,Sat,2023-03-04,15:30 (16:30),Bochum,1.3,0–2,0.6,Schalke 04,26000.0,Vonovia Ruhrstadion,Felix Brych,Match Report,
23.0,Sat,2023-03-04,15:30 (16:30),Mainz 05,1.1,1–0,0.8,Hoffenheim,28100.0,Mewa Arena,Sascha Stegemann,Match Report,
23.0,Sat,2023-03-04,18:30 (19:30),Stuttgart,0.8,1–2,2.1,Bayern Munich,47800.0,Mercedes-Benz Arena,Christian Dingert,Match Report,
23.0,Sun,2023-03-05,15:30 (16:30),Leverkusen,1.6,4–1,1.1,Hertha BSC,30210.0,BayArena,Patrick Ittrich,Match Report,
23.0,Sun,2023-03-05,17:30 (18:30),Wolfsburg,1.9,2–2,0.6,Eint Frankfurt,27853.0,Volkswagen Arena,Daniel Schlager,Match Report,
,,,,,,,,,,,,,
24.0,Fri,2023-03-10,20:30 (21:30),Köln,0.7,0–2,1.4,Bochum,50000.0,RheinEnergieSTADION,Tobias Welz,Match Report,
24.0,Sat,2023-03-11,15:30 (16:30),Bayern Munich,2.4,5–3,2.5,Augsburg,75000.0,Allianz Arena,Florian Badstübner,Match Report,
24.0,Sat,2023-03-11,15:30 (16:30),Eint Frankfurt,0.7,1–1,0.8,Stuttgart,50000.0,Deutsche Bank Park,Robert Hartmann,Match Report,
24.0,Sat,2023-03-11,15:30 (16:30),Hertha BSC,1.5,1–1,0.5,Mainz 05,41689.0,Olympiastadion Berlin,Benjamin Cortus,Match Report,
24.0,Sat,2023-03-11,15:30 (16:30),RB Leipzig,2.5,3–0,1.6,Gladbach,46687.0,Red Bull Arena,Matthias Jöllenbeck,Match Report,
24.0,Sat,2023-03-11,18:30 (19:30),Schalke 04,1.5,2–2,2.0,Dortmund,61571.0,Veltins-Arena,Marco Fritz,Match Report,
24.0,Sun,2023-03-12,15:30 (16:30),Freiburg,0.6,2–1,1.0,Hoffenheim,33500.0,Europa-Park Stadion,Harm Osmers,Match Report,
24.0,Sun,2023-03-12,17:30 (18:30),Werder Bremen,1.8,2–3,1.0,Leverkusen,41000.0,Wohninvest Weserstadion,Deniz Aytekin,Match Report,
24.0,Sun,2023-03-12,19:30 (20:30),Wolfsburg,1.7,1–1,1.3,Union Berlin,23554.0,Volkswagen Arena,Robert Schröder,Match Report,
,,,,,,,,,,,,,
25.0,Fri,2023-03-17,20:30 (21:30),Gladbach,3.4,2–2,1.3,Werder Bremen,54042.0,Stadion im Borussia-Park,Tobias Reichel,Match Report,
25.0,Sat,2023-03-18,15:30 (16:30),Stuttgart,0.5,0–1,0.6,Wolfsburg,44900.0,Mercedes-Benz Arena,Felix Brych,Match Report,
25.0,Sat,2023-03-18,15:30 (16:30),Hoffenheim,2.6,3–1,1.0,Hertha BSC,25027.0,PreZero Arena,Frank Willenborg,Match Report,
25.0,Sat,2023-03-18,15:30 (16:30),Augsburg,0.3,1–1,1.8,Schalke 04,30660.0,WWK Arena,Daniel Schlager,Match Report,
25.0,Sat,2023-03-18,15:30 (16:30),Bochum,1.1,1–0,1.8,RB Leipzig,24400.0,Vonovia Ruhrstadion,Sascha Stegemann,Match Report,
25.0,Sat,2023-03-18,18:30 (19:30),Dortmund,3.3,6–1,1.6,Köln,81365.0,Signal Iduna Park,Daniel Siebert,Match Report,
25.0,Sun,2023-03-19,15:30 (16:30),Union Berlin,1.3,2–0,2.7,Eint Frankfurt,22012.0,Stadion An der Alten Försterei,Christian Dingert,Match Report,
25.0,Sun,2023-03-19,17:30 (18:30),Leverkusen,2.0,2–1,1.0,Bayern Munich,30210.0,BayArena,Tobias Stieler,Match Report,
25.0,Sun,2023-03-19,19:30 (20:30),Mainz 05,1.0,1–1,1.7,Freiburg,26800.0,Mewa Arena,Bastian Dankert,Match Report,
,,,,,,,,,,,,,
26.0,Fri,2023-03-31,20:30,Eint Frankfurt,3.1,1–1,1.1,Bochum,51500.0,Deutsche Bank Park,Harm Osmers,Match Report,
26.0,Sat,2023-04-01,15:30,Union Berlin,1.9,3–0,2.2,Stuttgart,22012.0,Stadion An der Alten Försterei,Florian Badstübner,Match Report,
26.0,Sat,2023-04-01,15:30,Freiburg,1.2,1–1,1.8,Hertha BSC,34700.0,Europa-Park Stadion,Sven Jablonski,Match Report,
26.0,Sat,2023-04-01,15:30,Wolfsburg,3.5,2–2,0.6,Augsburg,22107.0,Volkswagen Arena,Martin Petersen,Match Report,
26.0,Sat,2023-04-01,15:30,Schalke 04,1.1,0–3,2.7,Leverkusen,62271.0,Veltins-Arena,Deniz Aytekin,Match Report,
26.0,Sat,2023-04-01,15:30,RB Leipzig,0.8,0–3,2.9,Mainz 05,45597.0,Red Bull Arena,Christian Dingert,Match Report,
26.0,Sat,2023-04-01,18:30,Bayern Munich,2.4,4–2,1.5,Dortmund,75000.0,Allianz Arena,Marco Fritz,Match Report,
26.0,Sun,2023-04-02,15:30,Köln,1.0,0–0,1.0,Gladbach,50000.0,RheinEnergieSTADION,Felix Zwayer,Match Report,
26.0,Sun,2023-04-02,17:30,Werder Bremen,0.9,1–2,1.1,Hoffenheim,42000.0,Wohninvest Weserstadion,Sascha Stegemann,Match Report,
,,,,,,,,,,,,,
27.0,Sat,2023-04-08,15:30,Leverkusen,2.1,3–1,0.9,Eint Frankfurt,30210.0,BayArena,Robert Hartmann,Match Report,
27.0,Sat,2023-04-08,15:30,Freiburg,1.0,0–1,3.5,Bayern Munich,34700.0,Europa-Park Stadion,Daniel Siebert,Match Report,
27.0,Sat,2023-04-08,15:30,Mainz 05,1.9,2–2,0.9,Werder Bremen,33305.0,Mewa Arena,Benjamin Brand,Match Report,
27.0,Sat,2023-04-08,15:30,Augsburg,0.8,1–3,1.7,Köln,30660.0,WWK Arena,Robert Schröder,Match Report,
27.0,Sat,2023-04-08,15:30,Dortmund,2.6,2–1,0.5,Union Berlin,81365.0,Signal Iduna Park,Daniel Schlager,Match Report,
27.0,Sat,2023-04-08,18:30,Hertha BSC,0.5,0–1,2.0,RB Leipzig,50679.0,Olympiastadion Berlin,Deniz Aytekin,Match Report,
27.0,Sun,2023-04-09,15:30,Gladbach,1.6,2–0,1.5,Wolfsburg,51127.0,Stadion im Borussia-Park,Timo Gerach,Match Report,
27.0,Sun,2023-04-09,17:30,Bochum,2.4,2–3,2.2,Stuttgart,26000.0,Vonovia Ruhrstadion,Frank Willenborg,Match Report,
27.0,Sun,2023-04-09,19:30,Hoffenheim,2.2,2–0,0.7,Schalke 04,30150.0,PreZero Arena,Matthias Jöllenbeck,Match Report,
,,,,,,,,,,,,,
28.0,Fri,2023-04-14,20:30,Schalke 04,2.2,5–2,1.6,Hertha BSC,61981.0,Veltins-Arena,Felix Brych,Match Report,
28.0,Sat,2023-04-15,15:30,Köln,1.0,1–1,0.8,Mainz 05,50000.0,RheinEnergieSTADION,Benjamin Cortus,Match Report,
28.0,Sat,2023-04-15,15:30,Stuttgart,1.4,3–3,1.8,Dortmund,47300.0,Mercedes-Benz Arena,Harm Osmers,Match Report,
28.0,Sat,2023-04-15,15:30,RB Leipzig,1.8,3–2,0.7,Augsburg,46058.0,Red Bull Arena,Marco Fritz,Match Report,
28.0,Sat,2023-04-15,15:30,Bayern Munich,1.6,1–1,0.4,Hoffenheim,75000.0,Allianz Arena,Bastian Dankert,Match Report,
28.0,Sat,2023-04-15,18:30,Eint Frankfurt,2.2,1–1,1.2,Gladbach,50000.0,Deutsche Bank Park,Sven Jablonski,Match Report,
28.0,Sun,2023-04-16,15:30,Werder Bremen,1.7,1–2,0.8,Freiburg,42100.0,Wohninvest Weserstadion,Florian Badstübner,Match Report,
28.0,Sun,2023-04-16,17:30,Union Berlin,1.2,1–1,1.8,Bochum,20000.0,Stadion An der Alten Försterei,Tobias Stieler,Match Report,
28.0,Sun,2023-04-16,19:30,Wolfsburg,0.9,0–0,1.2,Leverkusen,20137.0,Volkswagen Arena,Sascha Stegemann,Match Report,
,,,,,,,,,,,,,
29.0,Fri,2023-04-21,20:30,Augsburg,0.7,1–1,1.1,Stuttgart,30660.0,WWK Arena,Christian Dingert,Match Report,
29.0,Sat,2023-04-22,15:30,Hertha BSC,1.6,2–4,2.0,Werder Bremen,74667.0,Olympiastadion Berlin,Robert Schröder,Match Report,
29.0,Sat,2023-04-22,15:30,Mainz 05,1.6,3–1,1.9,Bayern Munich,33305.0,Mewa Arena,Felix Zwayer,Match Report,
29.0,Sat,2023-04-22,15:30,Bochum,2.6,1–5,3.6,Wolfsburg,24834.0,Vonovia Ruhrstadion,Felix Brych,Match Report,
29.0,Sat,2023-04-22,15:30,Hoffenheim,0.9,1–3,1.7,Köln,30150.0,PreZero Arena,Robin Braun,Match Report,
29.0,Sat,2023-04-22,18:30,Dortmund,1.1,4–0,0.6,Eint Frankfurt,81365.0,Signal Iduna Park,Deniz Aytekin,Match Report,
29.0,Sun,2023-04-23,15:30,Freiburg,2.1,4–0,0.3,Schalke 04,34700.0,Europa-Park Stadion,Robert Hartmann,Match Report,
29.0,Sun,2023-04-23,17:30,Leverkusen,1.1,2–0,1.9,RB Leipzig,29085.0,BayArena,Daniel Schlager,Match Report,
29.0,Sun,2023-04-23,19:30,Gladbach,0.7,0–1,1.3,Union Berlin,52107.0,Stadion im Borussia-Park,Martin Petersen,Match Report,
,,,,,,,,,,,,,
30.0,Fri,2023-04-28,20:30,Bochum,0.9,1–1,2.7,Dortmund,26000.0,Vonovia Ruhrstadion,Sascha Stegemann,Match Report,
30.0,Sat,2023-04-29,15:30,Köln,1.6,0–1,1.6,Freiburg,50000.0,RheinEnergieSTADION,Tobias Reichel,Match Report,
30.0,Sat,2023-04-29,15:30,RB Leipzig,1.4,1–0,0.3,Hoffenheim,45294.0,Red Bull Arena,Tobias Stieler,Match Report,
30.0,Sat,2023-04-29,15:30,Eint Frankfurt,0.6,1–1,0.7,Augsburg,50000.0,Deutsche Bank Park,Frank Willenborg,Match Report,
30.0,Sat,2023-04-29,15:30,Stuttgart,2.3,2–1,1.2,Gladbach,47700.0,Mercedes-Benz Arena,Tobias Welz,Match Report,
30.0,Sat,2023-04-29,15:30,Union Berlin,0.8,0–0,0.8,Leverkusen,22012.0,Stadion An der Alten Försterei,Marco Fritz,Match Report,
30.0,Sat,2023-04-29,18:30,Schalke 04,1.6,2–1,1.2,Werder Bremen,61981.0,Veltins-Arena,Bastian Dankert,Match Report,
30.0,Sun,2023-04-30,15:30,Bayern Munich,2.7,2–0,0.1,Hertha BSC,75000.0,Allianz Arena,Patrick Ittrich,Match Report,
30.0,Sun,2023-04-30,17:30,Wolfsburg,1.9,3–0,1.7,Mainz 05,23817.0,Volkswagen Arena,Daniel Siebert,Match Report,
,,,,,,,,,,,,,
31.0,Fri,2023-05-05,20:30,Mainz 05,1.3,2–3,2.9,Schalke 04,33305.0,Mewa Arena,Matthias Jöllenbeck,Match Report,
31.0,Fri,2023-05-05,20:30,Leverkusen,0.9,1–2,0.8,Köln,30210.0,BayArena,Felix Zwayer,Match Report,
31.0,Sat,2023-05-06,15:30,Freiburg,0.4,0–1,1.9,RB Leipzig,32900.0,Europa-Park Stadion,Tobias Welz,Match Report,
31.0,Sat,2023-05-06,15:30,Hoffenheim,2.2,3–1,2.2,Eint Frankfurt,30000.0,PreZero Arena,Harm Osmers,Match Report,
31.0,Sat,2023-05-06,15:30,Gladbach,1.9,2–0,1.1,Bochum,53797.0,Stadion im Borussia-Park,Robert Schröder,Match Report,
31.0,Sat,2023-05-06,15:30,Augsburg,0.9,1–0,0.7,Union Berlin,30660.0,WWK Arena,Florian Badstübner,Match Report,
31.0,Sat,2023-05-06,15:30,Hertha BSC,1.2,2–1,1.5,Stuttgart,63443.0,Olympiastadion Berlin,Deniz Aytekin,Match Report,
31.0,Sat,2023-05-06,18:30,Werder Bremen,0.7,1–2,1.4,Bayern Munich,42100.0,Wohninvest Weserstadion,Christian Dingert,Match Report,
31.0,Sun,2023-05-07,17:30,Dortmund,4.2,6–0,1.2,Wolfsburg,81365.0,Signal Iduna Park,Marco Fritz,Match Report,
,,,,,,,,,,,,,
32.0,Fri,2023-05-12,20:30,Köln,4.3,5–2,1.1,Hertha BSC,50000.0,RheinEnergieSTADION,Sven Jablonski,Match Report,
32.0,Sat,2023-05-13,15:30,Bayern Munich,5.3,6–0,0.4,Schalke 04,75000.0,Allianz Arena,Robert Schröder,Match Report,
32.0,Sat,2023-05-13,15:30,Bochum,1.2,3–2,1.8,Augsburg,24453.0,Vonovia Ruhrstadion,Patrick Ittrich,Match Report,
32.0,Sat,2023-05-13,15:30,Wolfsburg,1.1,2–1,1.0,Hoffenheim,22617.0,Volkswagen Arena,Tobias Stieler,Match Report,
32.0,Sat,2023-05-13,15:30,Union Berlin,1.5,4–2,2.1,Freiburg,22012.0,Stadion An der Alten Försterei,Marco Fritz,Match Report,
32.0,Sat,2023-05-13,15:30,Eint Frankfurt,2.2,3–0,1.0,Mainz 05,50000.0,Deutsche Bank Park,Felix Brych,Match Report,
32.0,Sat,2023-05-13,18:30,Dortmund,4.5,5–2,2.0,Gladbach,81365.0,Signal Iduna Park,Daniel Schlager,Match Report,
32.0,Sun,2023-05-14,15:30,Stuttgart,1.3,1–1,1.8,Leverkusen,47500.0,Mercedes-Benz Arena,Frank Willenborg,Match Report,
32.0,Sun,2023-05-14,17:30,RB Leipzig,2.2,2–1,1.1,Werder Bremen,47069.0,Red Bull Arena,Florian Badstübner,Match Report,
,,,,,,,,,,,,,
33.0,Fri,2023-05-19,20:30,Freiburg,1.3,2–0,0.7,Wolfsburg,33300.0,Europa-Park Stadion,Bastian Dankert,Match Report,
33.0,Sat,2023-05-20,15:30,Werder Bremen,1.8,1–1,1.4,Köln,41846.0,Wohninvest Weserstadion,Robert Hartmann,Match Report,
33.0,Sat,2023-05-20,15:30,Hoffenheim,2.4,4–2,2.0,Union Berlin,30000.0,PreZero Arena,Christian Dingert,Match Report,
33.0,Sat,2023-05-20,15:30,Schalke 04,1.0,2–2,1.6,Eint Frankfurt,61575.0,Veltins-Arena,Daniel Schlager,Match Report,
33.0,Sat,2023-05-20,15:30,Hertha BSC,1.2,1–1,1.1,Bochum,70692.0,Olympiastadion Berlin,Felix Brych,Match Report,
33.0,Sat,2023-05-20,18:30,Bayern Munich,1.6,1–3,2.8,RB Leipzig,75000.0,Allianz Arena,Deniz Aytekin,Match Report,
33.0,Sun,2023-05-21,15:30,Mainz 05,1.3,1–4,1.8,Stuttgart,33305.0,Mewa Arena,Sven Jablonski,Match Report,
33.0,Sun,2023-05-21,17:30,Augsburg,0.2,0–3,3.1,Dortmund,30660.0,WWK Arena,Tobias Welz,Match Report,
33.0,Sun,2023-05-21,19:30,Leverkusen,1.6,2–2,1.7,Gladbach,30210.0,BayArena,Daniel Siebert,Match Report,
,,,,,,,,,,,,,
34.0,Sat,2023-05-27,15:30,RB Leipzig,2.6,4–2,1.2,Schalke 04,47069.0,Red Bull Arena,Harm Osmers,Match Report,
34.0,Sat,2023-05-27,15:30,Köln,1.3,1–2,1.3,Bayern Munich,50000.0,RheinEnergieSTADION,Sven Jablonski,Match Report,
34.0,Sat,2023-05-27,15:30,Wolfsburg,3.4,1–2,2.1,Hertha BSC,26775.0,Volkswagen Arena,Benjamin Cortus,Match Report,
34.0,Sat,2023-05-27,15:30,Dortmund,4.0,2–2,1.8,Mainz 05,81365.0,Signal Iduna Park,Marco Fritz,Match Report,
34.0,Sat,2023-05-27,15:30,Stuttgart,2.5,1–1,0.8,Hoffenheim,47500.0,Mercedes-Benz Arena,Robert Schröder,Match Report,
34.0,Sat,2023-05-27,15:30,Bochum,1.3,3–0,0.8,Leverkusen,26000.0,Vonovia Ruhrstadion,Tobias Welz,Match Report,
34.0,Sat,2023-05-27,15:30,Union Berlin,0.9,1–0,0.4,Werder Bremen,22012.0,Stadion An der Alten Försterei,Patrick Ittrich,Match Report,
34.0,Sat,2023-05-27,15:30,Gladbach,3.0,2–0,0.5,Augsburg,52186.0,Stadion im Borussia-Park,Matthias Jöllenbeck,Match Report,
34.0,Sat,2023-05-27,15:30,Eint Frankfurt,2.1,2–1,1.6,Freiburg,50500.0,Deutsche Bank Park,Deniz Aytekin,Match Report,
