Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match_Report,Notes
21.0,Sat,2017-01-21,20:00 (21:00),Guingamp,1–1,Rennes,16028.0,Stade du Roudourou,Tony Chapron,Match Report,
21.0,Sat,2017-01-21,20:00 (21:00),Bordeaux,1–0,Toulouse,17323.0,Stade Matmut-Atlantique,François Letexier,Match Report,
21.0,Sat,2017-01-21,20:00 (21:00),Metz,2–0,Montpellier,11550.0,Stade Saint-Symphorien,Olivier Thual,Match Report,
21.0,Sun,2017-01-22,15:00 (16:00),Monaco,4–0,Lorient,5549.0,Stade Louis II,Amaury Delerue,Match Report,
21.0,Sun,2017-01-22,17:00 (18:00),Saint-Étienne,2–1,Angers,20456.0,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
21.0,Sun,2017-01-22,21:00 (22:00),Lyon,3–1,Marseille,48147.0,Groupama Stadium,Ruddy Buquet,Match Report,
,,,,,,,,,,,
22.0,Fri,2017-01-27,20:45 (21:45),Marseille,5–1,Montpellier,28527.0,Orange Vélodrome,Tony Chapron,Match Report,
22.0,Sat,2017-01-28,17:00 (18:00),Lyon,1–2,Lille,35479.0,Groupama Stadium,Johan Hamel,Match Report,
22.0,Sat,2017-01-28,20:00 (21:00),Rennes,1–1,Nantes,23664.0,Roazhon Park,Mikael Lesage,Match Report,
22.0,Sat,2017-01-28,20:00 (21:00),Nancy,0–2,Bordeaux,16589.0,Stade Marcel Picot,Jérôme Brisard,Match Report,
22.0,Sat,2017-01-28,20:00 (21:00),Lorient,2–3,Dijon,9762.0,Stade du Moustoir,Olivier Thual,Match Report,
22.0,Sat,2017-01-28,20:00 (21:00),Bastia,1–1,Caen,9350.0,Stade Armand Césari,Amaury Delerue,Match Report,
22.0,Sat,2017-01-28,20:00 (21:00),Angers,2–1,Metz,10540.0,Stade Raymond Kopa,Karim Abed,Match Report,
22.0,Sun,2017-01-29,15:00 (16:00),Nice,3–1,Guingamp,20063.0,Stade de Nice,Jérôme Miguelgorry,Match Report,
22.0,Sun,2017-01-29,17:00 (18:00),Toulouse,0–3,Saint-Étienne,12950.0,Stadium Municipal,Bartolomeu Varela,Match Report,
22.0,Sun,2017-01-29,21:00 (22:00),Paris S-G,1–1,Monaco,47238.0,Parc des Princes,Franck Schneider,Match Report,
,,,,,,,,,,,
23.0,Fri,2017-02-03,20:45 (21:45),Metz,1–0,Marseille,21011.0,Stade Saint-Symphorien,Mikael Lesage,Match Report,
23.0,Sat,2017-02-04,17:00 (18:00),Monaco,3–0,Nice,16049.0,Stade Louis II,Benoît Bastien,Match Report,
23.0,Sat,2017-02-04,20:00 (21:00),Bordeaux,1–1,Rennes,16588.0,Stade Matmut-Atlantique,Sébastien Desiage,Match Report,
23.0,Sat,2017-02-04,20:00 (21:00),Montpellier,2–1,Bastia,8960.0,Stade de la Mosson,Olivier Thual,Match Report,
23.0,Sat,2017-02-04,20:00 (21:00),Lille,0–1,Lorient,38153.0,Stade Pierre-Mauroy,Jérôme Miguelgorry,Match Report,
23.0,Sat,2017-02-04,20:00 (21:00),Guingamp,0–1,Caen,14428.0,Stade du Roudourou,Johan Hamel,Match Report,
23.0,Sat,2017-02-04,20:00 (21:00),Dijon,1–3,Paris S-G,13416.0,Stade Gaston Gérard,Amaury Delerue,Match Report,
23.0,Sun,2017-02-05,15:00 (16:00),Toulouse,4–0,Angers,15303.0,Stadium Municipal,Nicolas Rainville,Match Report,
23.0,Sun,2017-02-05,17:00 (18:00),Nantes,0–2,Nancy,20250.0,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,Match Report,
23.0,Sun,2017-02-05,21:00 (22:00),Saint-Étienne,2–0,Lyon,37029.0,Stade Geoffroy-Guichard,Tony Chapron,Match Report,
,,,,,,,,,,,
24.0,Tue,2017-02-07,19:00 (20:00),Montpellier,1–2,Monaco,12433.0,Stade de la Mosson,Mikael Lesage,Match Report,
24.0,Tue,2017-02-07,19:00 (20:00),Caen,0–4,Bordeaux,15542.0,Stade Michel d'Ornano,Benoît Bastien,Match Report,
24.0,Tue,2017-02-07,21:00 (22:00),Paris S-G,2–1,Lille,42885.0,Parc des Princes,François Letexier,Match Report,
24.0,Wed,2017-02-08,19:00 (20:00),Lorient,1–1,Toulouse,13230.0,Stade du Moustoir,Karim Abed,Match Report,
24.0,Wed,2017-02-08,19:00 (20:00),Angers,0–0,Rennes,10897.0,Stade Raymond Kopa,Clément Turpin,Match Report,
24.0,Wed,2017-02-08,19:00 (20:00),Metz,2–1,Dijon,11971.0,Stade Saint-Symphorien,Sébastien Desiage,Match Report,
24.0,Wed,2017-02-08,19:00 (20:00),Lyon,4–0,Nancy,28349.0,Groupama Stadium,Bartolomeu Varela,Match Report,
24.0,Wed,2017-02-08,19:00 (20:00),Nice,1–0,Saint-Étienne,18225.0,Stade de Nice,Amaury Delerue,Match Report,
24.0,Wed,2017-02-08,21:00 (22:00),Marseille,2–0,Guingamp,28560.0,Orange Vélodrome,Benoît Millot,Match Report,
,,,,,,,,,,,
25.0,Fri,2017-02-10,20:45 (21:45),Bordeaux,0–3,Paris S-G,37823.0,Stade Matmut-Atlantique,Nicolas Rainville,Match Report,
25.0,Sat,2017-02-11,17:00 (18:00),Guingamp,2–1,Lyon,15242.0,Stade du Roudourou,Franck Schneider,Match Report,
25.0,Sat,2017-02-11,20:00 (21:00),Lille,1–2,Angers,25731.0,Stade Pierre-Mauroy,Bartolomeu Varela,Match Report,
25.0,Sat,2017-02-11,20:00 (21:00),Nancy,0–3,Montpellier,17611.0,Stade Marcel Picot,Sébastien Desiage,Match Report,
25.0,Sat,2017-02-11,20:00 (21:00),Monaco,5–0,Metz,6069.0,Stade Louis II,Olivier Thual,Match Report,
25.0,Sat,2017-02-11,20:00 (21:00),Toulouse,4–1,Bastia,11218.0,Stadium Municipal,Jérôme Miguelgorry,Match Report,
25.0,Sat,2017-02-11,20:00 (21:00),Dijon,2–0,Caen,9614.0,Stade Gaston Gérard,Jérôme Brisard,Match Report,
25.0,Sun,2017-02-12,15:00 (16:00),Rennes,2–2,Nice,25665.0,Roazhon Park,Johan Hamel,Match Report,
25.0,Sun,2017-02-12,17:00 (18:00),Saint-Étienne,4–0,Lorient,25498.0,Stade Geoffroy-Guichard,Benoît Millot,Match Report,
25.0,Sun,2017-02-12,21:00 (22:00),Nantes,3–2,Marseille,32471.0,Stade de la Beaujoire - Louis Fonteneau,François Letexier,Match Report,
,,,,,,,,,,,
26.0,Fri,2017-02-17,20:45 (21:45),Bastia,1–1,Monaco,10059.0,Stade Armand Césari,Clément Turpin,Match Report,
26.0,Sat,2017-02-18,17:00 (18:00),Marseille,2–0,Rennes,45395.0,Orange Vélodrome,Franck Schneider,Match Report,
26.0,Sat,2017-02-18,20:00 (21:00),Angers,1–0,Nancy,10569.0,Stade Raymond Kopa,Olivier Thual,Match Report,
26.0,Sat,2017-02-18,20:00 (21:00),Metz,1–1,Nantes,13023.0,Stade Saint-Symphorien,Bartolomeu Varela,Match Report,
26.0,Sat,2017-02-18,20:00 (21:00),Caen,0–1,Lille,15897.0,Stade Michel d'Ornano,Karim Abed,Match Report,
26.0,Sat,2017-02-18,20:00 (21:00),Lorient,0–1,Nice,10537.0,Stade du Moustoir,Tony Chapron,Match Report,
26.0,Sun,2017-02-19,15:00 (16:00),Bordeaux,3–0,Guingamp,18724.0,Stade Matmut-Atlantique,Johan Hamel,Match Report,
26.0,Sun,2017-02-19,17:00 (18:00),Lyon,4–2,Dijon,35197.0,Groupama Stadium,Benoît Millot,Match Report,
26.0,Sun,2017-02-19,17:00 (18:00),Montpellier,2–1,Saint-Étienne,12435.0,Stade de la Mosson,François Letexier,Match Report,
26.0,Sun,2017-02-19,21:00 (22:00),Paris S-G,0–0,Toulouse,45492.0,Parc des Princes,Mikael Lesage,Match Report,
,,,,,,,,,,,
21.0,Tue,2017-02-21,18:30 (19:30),Caen,1–0,Nancy,14760.0,Stade Michel d'Ornano,Nicolas Rainville,Match Report,
,,,,,,,,,,,
27.0,Fri,2017-02-24,19:00 (20:00),Nantes,3–1,Dijon,19915.0,Stade de la Beaujoire - Louis Fonteneau,Tony Chapron,Match Report,
27.0,Fri,2017-02-24,20:45 (21:45),Nice,2–1,Montpellier,18998.0,Stade de Nice,Franck Schneider,Match Report,
27.0,Sat,2017-02-25,17:00 (18:00),Guingamp,1–2,Monaco,15912.0,Stade du Roudourou,Amaury Delerue,Match Report,
27.0,Sat,2017-02-25,20:00 (21:00),Lille,2–3,Bordeaux,28772.0,Stade Pierre-Mauroy,Sébastien Desiage,Match Report,
27.0,Sat,2017-02-25,20:00 (21:00),Nancy,0–0,Toulouse,16323.0,Stade Marcel Picot,Benoît Millot,Match Report,
27.0,Sat,2017-02-25,20:00 (21:00),Angers,3–0,Bastia,12205.0,Stade Raymond Kopa,Karim Abed,Match Report,
27.0,Sat,2017-02-25,20:00 (21:00),Rennes,1–0,Lorient,25791.0,Roazhon Park,Nicolas Rainville,Match Report,
27.0,Sun,2017-02-26,15:00 (16:00),Saint-Étienne,0–1,Caen,26196.0,Stade Geoffroy-Guichard,Ruddy Buquet,Match Report,
27.0,Sun,2017-02-26,17:00 (18:00),Lyon,5–0,Metz,32488.0,Groupama Stadium,François Letexier,Match Report,
27.0,Sun,2017-02-26,21:00 (22:00),Marseille,1–5,Paris S-G,65252.0,Orange Vélodrome,Benoît Bastien,Match Report,
,,,,,,,,,,,
24.0,Wed,2017-03-01,19:30 (20:30),Bastia,2–2,Nantes,11539.0,Stade Armand Césari,Ruddy Buquet,Match Report,
,,,,,,,,,,,
28.0,Fri,2017-03-03,20:45 (21:45),Bordeaux,1–1,Lyon,31511.0,Stade Matmut-Atlantique,Franck Schneider,Match Report,
28.0,Sat,2017-03-04,17:00 (18:00),Paris S-G,1–0,Nancy,47032.0,Parc des Princes,Antony Gautier,Match Report,
28.0,Sat,2017-03-04,20:00 (21:00),Caen,2–3,Angers,16564.0,Stade Michel d'Ornano,Tony Chapron,Match Report,
28.0,Sat,2017-03-04,20:00 (21:00),Bastia,0–0,Saint-Étienne,10174.0,Stade Armand Césari,Nicolas Rainville,Match Report,
28.0,Sat,2017-03-04,20:00 (21:00),Montpellier,1–1,Guingamp,9182.0,Stade de la Mosson,Jérôme Brisard,Match Report,
28.0,Sat,2017-03-04,20:00 (21:00),Dijon,0–1,Nice,10209.0,Stade Gaston Gérard,Bartolomeu Varela,Match Report,
28.0,Sat,2017-03-04,20:00 (21:00),Metz,1–1,Rennes,16153.0,Stade Saint-Symphorien,Benoît Millot,Match Report,
28.0,Sun,2017-03-05,15:00 (16:00),Lorient,1–4,Marseille,13757.0,Stade du Moustoir,Clément Turpin,Match Report,
28.0,Sun,2017-03-05,17:00 (18:00),Toulouse,1–1,Lille,12621.0,Stadium Municipal,Johan Hamel,Match Report,
28.0,Sun,2017-03-05,21:00 (22:00),Monaco,4–0,Nantes,7649.0,Stade Louis II,Mikael Lesage,Match Report,
,,,,,,,,,,,
29.0,Fri,2017-03-10,19:00 (20:00),Nice,2–2,Caen,23640.0,Stade de Nice,François Letexier,Match Report,
29.0,Fri,2017-03-10,20:45 (21:45),Marseille,3–0,Angers,33954.0,Orange Vélodrome,Franck Schneider,Match Report,
29.0,Sat,2017-03-11,16:45 (17:45),Monaco,2–1,Bordeaux,11009.0,Stade Louis II,Ruddy Buquet,Match Report,
29.0,Sat,2017-03-11,20:00 (21:00),Nancy,1–2,Lille,17500.0,Stade Marcel Picot,Amaury Delerue,Match Report,
29.0,Sat,2017-03-11,20:00 (21:00),Rennes,1–1,Dijon,19067.0,Roazhon Park,Olivier Thual,Match Report,
29.0,Sat,2017-03-11,20:00 (21:00),Guingamp,5–0,Bastia,14419.0,Stade du Roudourou,Antony Gautier,Match Report,
29.0,Sat,2017-03-11,20:00 (21:00),Montpellier,2–3,Nantes,10722.0,Stade de la Mosson,Karim Abed,Match Report,
29.0,Sun,2017-03-12,15:00 (16:00),Saint-Étienne,2–2,Metz,24184.0,Stade Geoffroy-Guichard,Jérôme Miguelgorry,Match Report,
29.0,Sun,2017-03-12,17:00 (18:00),Lyon,4–0,Toulouse,34463.0,Groupama Stadium,Benoît Bastien,Match Report,
29.0,Sun,2017-03-12,21:00 (22:00),Lorient,1–2,Paris S-G,13643.0,Stade du Moustoir,Tony Chapron,Match Report,
,,,,,,,,,,,
30.0,Fri,2017-03-17,19:00 (20:00),Metz,1–0,Bastia,17006.0,Stade Saint-Symphorien,Johan Hamel,Match Report,
30.0,Fri,2017-03-17,20:45 (21:45),Lille,0–0,Marseille,40485.0,Stade Pierre-Mauroy,Mikael Lesage,Match Report,
30.0,Sat,2017-03-18,17:00 (18:00),Nantes,1–1,Nice,25854.0,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,Match Report,
30.0,Sat,2017-03-18,20:00 (21:00),Nancy,2–3,Lorient,16549.0,Stade Marcel Picot,Franck Schneider,Match Report,
30.0,Sat,2017-03-18,20:00 (21:00),Bordeaux,5–1,Montpellier,19341.0,Stade Matmut-Atlantique,Bartolomeu Varela,Match Report,
30.0,Sat,2017-03-18,20:00 (21:00),Angers,3–0,Guingamp,13490.0,Stade Raymond Kopa,Jérôme Brisard,Match Report,
30.0,Sat,2017-03-18,20:00 (21:00),Toulouse,0–0,Rennes,15635.0,Stadium Municipal,Sébastien Desiage,Match Report,
30.0,Sun,2017-03-19,15:00 (16:00),Caen,0–3,Monaco,19399.0,Stade Michel d'Ornano,Antony Gautier,Match Report,
30.0,Sun,2017-03-19,17:00 (18:00),Dijon,0–1,Saint-Étienne,12960.0,Stade Gaston Gérard,Benoît Bastien,Match Report,
30.0,Sun,2017-03-19,21:00 (22:00),Paris S-G,2–1,Lyon,47253.0,Parc des Princes,Clément Turpin,Match Report,
,,,,,,,,,,,
31.0,Fri,2017-03-31,19:00,Guingamp,1–0,Nancy,14279.0,Stade du Roudourou,Jérôme Miguelgorry,Match Report,
31.0,Sat,2017-04-01,17:00,Marseille,1–1,Dijon,36116.0,Orange Vélodrome,Johan Hamel,Match Report,
31.0,Sat,2017-04-01,19:00,Bastia,0–1,Lille,9908.0,Stade Armand Césari,Benoît Millot,Match Report,
31.0,Sun,2017-04-02,15:00,Rennes,1–1,Lyon,23673.0,Roazhon Park,Antony Gautier,Match Report,
31.0,Sun,2017-04-02,17:00,Lorient,1–0,Caen,14149.0,Stade du Moustoir,Karim Abed,Match Report,
31.0,Sun,2017-04-02,17:00,Montpellier,0–1,Toulouse,22217.0,Stade de la Mosson,Tony Chapron,Match Report,
31.0,Sun,2017-04-02,17:00,Nantes,2–1,Angers,28192.0,Stade de la Beaujoire - Louis Fonteneau,Olivier Thual,Match Report,
31.0,Sun,2017-04-02,21:00,Nice,2–1,Bordeaux,19669.0,Stade de Nice,Benoît Bastien,Match Report,
,,,,,,,,,,,
16.0,Wed,2017-04-05,19:00,Metz,0–3,Lyon,,Stade Saint-Symphorien,Ruddy Buquet,Match Report,
,,,,,,,,,,,
32.0,Fri,2017-04-07,20:45,Lille,1–2,Nice,32107.0,Stade Pierre-Mauroy,Amaury Delerue,Match Report,
32.0,Sat,2017-04-08,17:00,Angers,0–1,Monaco,15235.0,Stade Raymond Kopa,Bartolomeu Varela,Match Report,
32.0,Sat,2017-04-08,20:00,Bordeaux,3–0,Metz,19835.0,Stade Matmut-Atlantique,Sébastien Desiage,Match Report,
32.0,Sat,2017-04-08,20:00,Nancy,3–0,Rennes,18009.0,Stade Marcel Picot,Jérôme Brisard,Match Report,
32.0,Sat,2017-04-08,20:00,Lyon,1–4,Lorient,35595.0,Groupama Stadium,Nicolas Rainville,Match Report,
32.0,Sat,2017-04-08,20:00,Dijon,1–2,Bastia,11712.0,Stade Gaston Gérard,François Letexier,Match Report,
32.0,Sat,2017-04-08,20:00,Caen,0–2,Montpellier,17286.0,Stade Michel d'Ornano,Franck Schneider,Match Report,
32.0,Sun,2017-04-09,15:00,Toulouse,0–0,Marseille,29430.0,Stadium Municipal,Mikael Lesage,Match Report,
32.0,Sun,2017-04-09,17:00,Saint-Étienne,1–1,Nantes,30134.0,Stade Geoffroy-Guichard,Clément Turpin,Match Report,
32.0,Sun,2017-04-09,21:00,Paris S-G,4–0,Guingamp,45944.0,Parc des Princes,Ruddy Buquet,Match Report,
,,,,,,,,,,,
33.0,Fri,2017-04-14,20:45,Angers,0–2,Paris S-G,15909.0,Stade Raymond Kopa,Tony Chapron,Match Report,
33.0,Sat,2017-04-15,17:00,Nice,3–1,Nancy,22518.0,Stade de Nice,Mikael Lesage,Match Report,
33.0,Sat,2017-04-15,20:00,Metz,2–2,Caen,16038.0,Stade Saint-Symphorien,Bartolomeu Varela,Match Report,
33.0,Sat,2017-04-15,20:00,Montpellier,2–0,Lorient,9294.0,Stade de la Mosson,Olivier Thual,Match Report,
33.0,Sat,2017-04-15,20:00,Guingamp,2–1,Toulouse,15871.0,Stade du Roudourou,Antony Gautier,Match Report,
33.0,Sat,2017-04-15,20:00,Rennes,2–0,Lille,24056.0,Roazhon Park,Karim Abed,Match Report,
33.0,Sat,2017-04-15,21:00,Monaco,2–1,Dijon,9069.0,Stade Louis II,Jérôme Miguelgorry,Match Report,
33.0,Sun,2017-04-16,15:00,Nantes,0–1,Bordeaux,26373.0,Stade de la Beaujoire - Louis Fonteneau,François Letexier,Match Report,
33.0,Sun,2017-04-16,17:00,Bastia,0–0,Lyon,,Stade Armand Césari,Amaury Delerue,Match Report,Match awarded to Lyon
33.0,Sun,2017-04-16,21:00,Marseille,4–0,Saint-Étienne,54100.0,Orange Vélodrome,Benoît Millot,Match Report,
,,,,,,,,,,,
31.0,Tue,2017-04-18,18:30,Metz,2–3,Paris S-G,20693.0,Stade Saint-Symphorien,Johan Hamel,Match Report,
,,,,,,,,,,,
34.0,Fri,2017-04-21,20:45,Nancy,0–0,Marseille,20087.0,Stade Marcel Picot,Nicolas Rainville,Match Report,
34.0,Sat,2017-04-22,17:00,Paris S-G,2–0,Montpellier,45778.0,Parc des Princes,Mikael Lesage,Match Report,
34.0,Sat,2017-04-22,20:00,Dijon,3–2,Angers,10418.0,Stade Gaston Gérard,Sébastien Desiage,Match Report,
34.0,Sat,2017-04-22,20:00,Caen,0–2,Nantes,15972.0,Stade Michel d'Ornano,Jérôme Brisard,Match Report,
34.0,Sat,2017-04-22,20:00,Lille,3–0,Guingamp,28848.0,Stade Pierre-Mauroy,Clément Turpin,Match Report,
34.0,Sat,2017-04-22,20:00,Lorient,5–1,Metz,14114.0,Stade du Moustoir,Antony Gautier,Match Report,
34.0,Sat,2017-04-22,20:00,Bordeaux,2–0,Bastia,25487.0,Stade Matmut-Atlantique,Tony Chapron,Match Report,
34.0,Sun,2017-04-23,15:00,Toulouse,1–1,Nice,15232.0,Stadium Municipal,Franck Schneider,Match Report,
34.0,Sun,2017-04-23,17:00,Saint-Étienne,1–1,Rennes,,Stade Geoffroy-Guichard,Ruddy Buquet,Match Report,
34.0,Sun,2017-04-23,21:15,Lyon,1–2,Monaco,44411.0,Groupama Stadium,Benoît Bastien,Match Report,
,,,,,,,,,,,
35.0,Fri,2017-04-28,20:45,Angers,1–2,Lyon,14699.0,Stade Raymond Kopa,Antony Gautier,Match Report,
35.0,Sat,2017-04-29,17:00,Monaco,3–1,Toulouse,9169.0,Stade Louis II,Mikael Lesage,Match Report,
35.0,Sat,2017-04-29,20:00,Bastia,1–0,Rennes,,Stade Armand Césari,Jérôme Miguelgorry,Match Report,
35.0,Sat,2017-04-29,20:00,Montpellier,0–3,Lille,10139.0,Stade de la Mosson,Benoît Bastien,Match Report,
35.0,Sat,2017-04-29,20:00,Metz,2–1,Nancy,20009.0,Stade Saint-Symphorien,François Letexier,Match Report,
35.0,Sat,2017-04-29,20:00,Nantes,1–0,Lorient,22090.0,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel,Match Report,
35.0,Sat,2017-04-29,20:00,Guingamp,0–2,Saint-Étienne,15058.0,Stade du Roudourou,Olivier Thual,Match Report,
35.0,Sun,2017-04-30,15:00,Caen,1–5,Marseille,20054.0,Stade Michel d'Ornano,Amaury Delerue,Match Report,
35.0,Sun,2017-04-30,17:00,Dijon,0–0,Bordeaux,12596.0,Stade Gaston Gérard,Bartolomeu Varela,Match Report,
35.0,Sun,2017-04-30,21:00,Nice,3–1,Paris S-G,33190.0,Stade de Nice,Ruddy Buquet,Match Report,
,,,,,,,,,,,
36.0,Fri,2017-05-05,20:45,Saint-Étienne,2–2,Bordeaux,30606.0,Stade Geoffroy-Guichard,Franck Schneider,Match Report,
36.0,Sat,2017-05-06,17:00,Paris S-G,5–0,Bastia,45826.0,Parc des Princes,François Letexier,Match Report,
36.0,Sat,2017-05-06,20:00,Nancy,0–3,Monaco,19519.0,Stade Marcel Picot,Ruddy Buquet,Match Report,
36.0,Sat,2017-05-06,20:00,Lorient,1–1,Angers,15563.0,Stade du Moustoir,Clément Turpin,Match Report,
36.0,Sat,2017-05-06,20:00,Lille,0–2,Metz,28336.0,Stade Pierre-Mauroy,Olivier Thual,Match Report,
36.0,Sat,2017-05-06,20:00,Guingamp,4–0,Dijon,13055.0,Stade du Roudourou,Tony Chapron,Match Report,
36.0,Sat,2017-05-06,20:00,Toulouse,0–1,Caen,18474.0,Stadium Municipal,Karim Abed,Match Report,
36.0,Sun,2017-05-07,15:00,Rennes,1–0,Montpellier,18308.0,Roazhon Park,Sébastien Desiage,Match Report,
36.0,Sun,2017-05-07,17:00,Lyon,3–2,Nantes,34473.0,Groupama Stadium,Mikael Lesage,Match Report,
36.0,Sun,2017-05-07,21:00,Marseille,2–1,Nice,61685.0,Orange Vélodrome,Antony Gautier,Match Report,
,,,,,,,,,,,
37.0,Sun,2017-05-14,21:00,Bastia,2–0,Lorient,,Stade Armand Césari,Ruddy Buquet,Match Report,
37.0,Sun,2017-05-14,21:00,Saint-Étienne,0–5,Paris S-G,34352.0,Stade Geoffroy-Guichard,Amaury Delerue,Match Report,
37.0,Sun,2017-05-14,21:00,Dijon,2–0,Nancy,13212.0,Stade Gaston Gérard,Antony Gautier,Match Report,
37.0,Sun,2017-05-14,21:00,Nantes,4–1,Guingamp,20417.0,Stade de la Beaujoire - Louis Fonteneau,Karim Abed,Match Report,
37.0,Sun,2017-05-14,21:00,Montpellier,1–3,Lyon,13923.0,Stade de la Mosson,François Letexier,Match Report,
37.0,Sun,2017-05-14,21:00,Bordeaux,1–1,Marseille,41265.0,Stade Matmut-Atlantique,Clément Turpin,Match Report,
37.0,Sun,2017-05-14,21:00,Metz,1–1,Toulouse,16282.0,Stade Saint-Symphorien,Stéphane Lannoy,Match Report,
37.0,Sun,2017-05-14,21:00,Caen,0–1,Rennes,16273.0,Stade Michel d'Ornano,Benoît Millot,Match Report,
37.0,Sun,2017-05-14,21:00,Monaco,4–0,Lille,13152.0,Stade Louis II,Benoît Bastien,Match Report,
37.0,Sun,2017-05-14,21:00,Nice,0–2,Angers,32446.0,Stade de Nice,Mikael Lesage,Match Report,
,,,,,,,,,,,
31.0,Wed,2017-05-17,21:00,Monaco,2–0,Saint-Étienne,14299.0,Stade Louis II,Clément Turpin,Match Report,
,,,,,,,,,,,
38.0,Sat,2017-05-20,21:00,Lille,3–0,Nantes,28390.0,Stade Pierre-Mauroy,Sébastien Desiage,Match Report,
38.0,Sat,2017-05-20,21:00,Lyon,3–3,Nice,50080.0,Groupama Stadium,Jérôme Miguelgorry,Match Report,
38.0,Sat,2017-05-20,21:00,Angers,2–0,Montpellier,11864.0,Stade Raymond Kopa,Lionel Jaffredo,Match Report,
38.0,Sat,2017-05-20,21:00,Paris S-G,1–1,Caen,45516.0,Parc des Princes,Johan Hamel,Match Report,
38.0,Sat,2017-05-20,21:00,Guingamp,1–0,Metz,16200.0,Stade du Roudourou,Ruddy Buquet,Match Report,
38.0,Sat,2017-05-20,21:00,Lorient,1–1,Bordeaux,15884.0,Stade du Moustoir,Antony Gautier,Match Report,
38.0,Sat,2017-05-20,21:00,Toulouse,0–0,Dijon,19768.0,Stadium Municipal,Tony Chapron,Match Report,
38.0,Sat,2017-05-20,21:00,Nancy,3–1,Saint-Étienne,17054.0,Stade Marcel Picot,Benoît Millot,Match Report,
38.0,Sat,2017-05-20,21:00,Marseille,1–0,Bastia,55178.0,Orange Vélodrome,Franck Schneider,Match Report,
38.0,Sat,2017-05-20,21:00,Rennes,2–3,Monaco,26565.0,Roazhon Park,Saïd Ennjimi,Match Report,
